,Index,Content ID,Reaction Type,Datetime,Sentiment,Score,Content Type,Category
10420,11823,65304022-f925-48f0-9dfc-436578f22c77,cherish,2020-11-21 23:49:41,positive,70,audio,soccer
10421,11824,65304022-f925-48f0-9dfc-436578f22c77,want,2021-01-21 8:46:03,positive,70,audio,soccer
10422,11826,65304022-f925-48f0-9dfc-436578f22c77,dislike,2020-09-20 22:43:24,negative,10,audio,soccer
10423,11827,65304022-f925-48f0-9dfc-436578f22c77,adore,2020-12-23 14:29:16,positive,72,audio,soccer
10424,11828,65304022-f925-48f0-9dfc-436578f22c77,interested,2021-02-16 21:39:43,positive,30,audio,soccer
10425,11829,65304022-f925-48f0-9dfc-436578f22c77,heart,2020-07-28 8:01:07,positive,60,audio,soccer
10426,11830,65304022-f925-48f0-9dfc-436578f22c77,super love,2020-12-17 11:44:27,positive,75,audio,soccer
10427,11831,65304022-f925-48f0-9dfc-436578f22c77,cherish,2020-08-12 18:05:25,positive,70,audio,soccer
10428,11832,65304022-f925-48f0-9dfc-436578f22c77,heart,2020-10-30 12:12:50,positive,60,audio,soccer
10429,11833,65304022-f925-48f0-9dfc-436578f22c77,adore,2021-02-26 9:50:43,positive,72,audio,soccer
10430,11834,65304022-f925-48f0-9dfc-436578f22c77,want,2020-10-08 9:51:35,positive,70,audio,soccer
10431,11836,65304022-f925-48f0-9dfc-436578f22c77,heart,2020-07-24 18:57:46,positive,60,audio,soccer
10432,11837,65304022-f925-48f0-9dfc-436578f22c77,worried,2020-11-29 13:04:46,negative,12,audio,soccer
10433,11838,65304022-f925-48f0-9dfc-436578f22c77,cherish,2020-09-04 5:18:32,positive,70,audio,soccer
10434,11839,65304022-f925-48f0-9dfc-436578f22c77,interested,2021-02-24 15:40:06,positive,30,audio,soccer
10435,11840,65304022-f925-48f0-9dfc-436578f22c77,hate,2021-02-13 14:03:14,negative,5,audio,soccer
10436,11841,65304022-f925-48f0-9dfc-436578f22c77,cherish,2020-11-17 17:54:14,positive,70,audio,soccer
10437,11842,65304022-f925-48f0-9dfc-436578f22c77,interested,2021-05-03 6:43:28,positive,30,audio,soccer
10438,11843,65304022-f925-48f0-9dfc-436578f22c77,interested,2020-07-11 22:10:32,positive,30,audio,soccer
10439,11844,65304022-f925-48f0-9dfc-436578f22c77,like,2021-06-16 19:25:20,positive,50,audio,soccer
10440,11847,754eb96d-65d0-416b-aec4-4ba35836157d,super love,2020-07-14 19:44:25,positive,75,GIF,tennis
10441,11848,754eb96d-65d0-416b-aec4-4ba35836157d,intrigued,2021-02-14 14:49:21,positive,45,GIF,tennis
10442,11849,754eb96d-65d0-416b-aec4-4ba35836157d,worried,2020-08-08 20:10:10,negative,12,GIF,tennis
10443,11850,754eb96d-65d0-416b-aec4-4ba35836157d,want,2021-05-15 8:27:53,positive,70,GIF,tennis
10444,11851,754eb96d-65d0-416b-aec4-4ba35836157d,cherish,2020-07-20 22:16:36,positive,70,GIF,tennis
10445,11852,754eb96d-65d0-416b-aec4-4ba35836157d,adore,2021-02-24 6:10:01,positive,72,GIF,tennis
10446,11853,754eb96d-65d0-416b-aec4-4ba35836157d,want,2020-08-25 2:27:51,positive,70,GIF,tennis
10447,11854,754eb96d-65d0-416b-aec4-4ba35836157d,hate,2020-09-02 9:24:54,negative,5,GIF,tennis
10448,11855,754eb96d-65d0-416b-aec4-4ba35836157d,intrigued,2020-12-07 16:37:12,positive,45,GIF,tennis
10449,11857,754eb96d-65d0-416b-aec4-4ba35836157d,intrigued,2020-07-22 18:57:13,positive,45,GIF,tennis
10450,11858,754eb96d-65d0-416b-aec4-4ba35836157d,dislike,2020-10-26 17:27:08,negative,10,GIF,tennis
10451,11859,754eb96d-65d0-416b-aec4-4ba35836157d,intrigued,2021-06-11 11:47:00,positive,45,GIF,tennis
10452,11860,754eb96d-65d0-416b-aec4-4ba35836157d,peeking,2021-05-20 0:37:19,neutral,35,GIF,tennis
10453,11862,c0ea9b69-639e-42fe-8aa5-67f46036a17c,heart,2021-01-11 14:19:06,positive,60,photo,animals
10454,11863,c0ea9b69-639e-42fe-8aa5-67f46036a17c,intrigued,2021-06-09 0:21:54,positive,45,photo,animals
10455,11864,c0ea9b69-639e-42fe-8aa5-67f46036a17c,love,2021-04-20 14:50:08,positive,65,photo,animals
10456,11865,c0ea9b69-639e-42fe-8aa5-67f46036a17c,adore,2020-08-21 10:30:52,positive,72,photo,animals
10457,11866,c0ea9b69-639e-42fe-8aa5-67f46036a17c,want,2020-10-02 1:22:28,positive,70,photo,animals
10458,11868,476e3ce0-3291-4c77-b3a3-deabee114efc,like,2020-09-24 9:13:24,positive,50,,
10459,11869,476e3ce0-3291-4c77-b3a3-deabee114efc,super love,2020-06-21 19:22:03,positive,75,,
10460,11870,476e3ce0-3291-4c77-b3a3-deabee114efc,super love,2020-12-09 6:42:55,positive,75,,
10461,11871,476e3ce0-3291-4c77-b3a3-deabee114efc,love,2020-08-15 12:58:47,positive,65,,
10462,11872,476e3ce0-3291-4c77-b3a3-deabee114efc,worried,2021-04-26 10:34:19,negative,12,,
10463,11873,476e3ce0-3291-4c77-b3a3-deabee114efc,love,2021-03-09 13:50:55,positive,65,,
10464,11874,476e3ce0-3291-4c77-b3a3-deabee114efc,worried,2020-08-29 7:38:35,negative,12,,
10465,11875,476e3ce0-3291-4c77-b3a3-deabee114efc,peeking,2020-07-30 19:52:23,neutral,35,,
10466,11876,476e3ce0-3291-4c77-b3a3-deabee114efc,dislike,2020-12-10 14:03:39,negative,10,,
10467,11878,476e3ce0-3291-4c77-b3a3-deabee114efc,adore,2020-07-18 5:53:24,positive,72,,
10468,11879,476e3ce0-3291-4c77-b3a3-deabee114efc,super love,2020-09-23 0:17:00,positive,75,,
10469,11880,476e3ce0-3291-4c77-b3a3-deabee114efc,adore,2021-03-22 4:23:43,positive,72,,
10470,11881,476e3ce0-3291-4c77-b3a3-deabee114efc,interested,2021-03-23 8:04:51,positive,30,,
10471,11882,476e3ce0-3291-4c77-b3a3-deabee114efc,indifferent,2021-02-02 16:29:17,neutral,20,,
10472,11883,476e3ce0-3291-4c77-b3a3-deabee114efc,worried,2021-02-26 9:47:08,negative,12,,
10473,11884,476e3ce0-3291-4c77-b3a3-deabee114efc,peeking,2020-12-15 1:20:28,neutral,35,,
10474,11885,476e3ce0-3291-4c77-b3a3-deabee114efc,adore,2021-05-03 4:01:42,positive,72,,
10475,11886,476e3ce0-3291-4c77-b3a3-deabee114efc,heart,2021-05-24 19:05:12,positive,60,,
10476,11888,476e3ce0-3291-4c77-b3a3-deabee114efc,want,2020-08-15 16:25:45,positive,70,,
10477,11889,476e3ce0-3291-4c77-b3a3-deabee114efc,indifferent,2020-11-23 13:14:19,neutral,20,,
10478,11890,476e3ce0-3291-4c77-b3a3-deabee114efc,indifferent,2020-07-31 17:44:50,neutral,20,,
10479,11891,476e3ce0-3291-4c77-b3a3-deabee114efc,heart,2021-05-02 23:15:14,positive,60,,
10480,11892,476e3ce0-3291-4c77-b3a3-deabee114efc,disgust,2020-11-01 11:58:08,negative,0,,
10481,11893,476e3ce0-3291-4c77-b3a3-deabee114efc,intrigued,2021-04-24 17:16:54,positive,45,,
10482,11894,476e3ce0-3291-4c77-b3a3-deabee114efc,disgust,2021-05-01 16:43:51,negative,0,,
10483,11895,476e3ce0-3291-4c77-b3a3-deabee114efc,disgust,2020-12-13 12:23:16,negative,0,,
10484,11896,476e3ce0-3291-4c77-b3a3-deabee114efc,hate,2020-06-30 7:46:51,negative,5,,
10485,11899,83d08b29-6cdc-436c-89a6-20c3d60f7e73,indifferent,2021-05-24 9:36:13,neutral,20,GIF,soccer
10486,11900,83d08b29-6cdc-436c-89a6-20c3d60f7e73,interested,2021-06-08 7:25:35,positive,30,GIF,soccer
10487,11901,83d08b29-6cdc-436c-89a6-20c3d60f7e73,like,2020-10-19 20:46:50,positive,50,GIF,soccer
10488,11902,83d08b29-6cdc-436c-89a6-20c3d60f7e73,want,2020-11-06 7:23:17,positive,70,GIF,soccer
10489,11903,83d08b29-6cdc-436c-89a6-20c3d60f7e73,dislike,2021-05-28 6:00:01,negative,10,GIF,soccer
10490,11904,83d08b29-6cdc-436c-89a6-20c3d60f7e73,disgust,2021-05-24 16:58:31,negative,0,GIF,soccer
10491,11905,83d08b29-6cdc-436c-89a6-20c3d60f7e73,want,2021-06-11 16:17:32,positive,70,GIF,soccer
10492,11906,83d08b29-6cdc-436c-89a6-20c3d60f7e73,super love,2021-03-27 1:14:51,positive,75,GIF,soccer
10493,11907,83d08b29-6cdc-436c-89a6-20c3d60f7e73,adore,2021-03-14 1:17:59,positive,72,GIF,soccer
10494,11909,83d08b29-6cdc-436c-89a6-20c3d60f7e73,disgust,2021-03-08 11:59:23,negative,0,GIF,soccer
10495,11910,83d08b29-6cdc-436c-89a6-20c3d60f7e73,adore,2021-03-22 0:24:11,positive,72,GIF,soccer
10496,11911,83d08b29-6cdc-436c-89a6-20c3d60f7e73,worried,2021-03-05 0:23:23,negative,12,GIF,soccer
10497,11912,83d08b29-6cdc-436c-89a6-20c3d60f7e73,indifferent,2020-11-03 0:45:54,neutral,20,GIF,soccer
10498,11913,83d08b29-6cdc-436c-89a6-20c3d60f7e73,disgust,2021-03-30 6:25:17,negative,0,GIF,soccer
10499,11914,83d08b29-6cdc-436c-89a6-20c3d60f7e73,heart,2021-02-02 1:48:30,positive,60,GIF,soccer
10500,11915,83d08b29-6cdc-436c-89a6-20c3d60f7e73,peeking,2021-04-10 0:24:25,neutral,35,GIF,soccer
10501,11916,83d08b29-6cdc-436c-89a6-20c3d60f7e73,interested,2021-06-14 21:27:45,positive,30,GIF,soccer
10502,11917,83d08b29-6cdc-436c-89a6-20c3d60f7e73,indifferent,2021-01-30 2:18:24,neutral,20,GIF,soccer
10503,11919,83d08b29-6cdc-436c-89a6-20c3d60f7e73,worried,2020-08-07 20:51:57,negative,12,GIF,soccer
10504,11920,83d08b29-6cdc-436c-89a6-20c3d60f7e73,peeking,2020-12-26 18:59:21,neutral,35,GIF,soccer
10505,11921,83d08b29-6cdc-436c-89a6-20c3d60f7e73,worried,2020-08-01 5:15:51,negative,12,GIF,soccer
10506,11922,83d08b29-6cdc-436c-89a6-20c3d60f7e73,peeking,2021-02-09 6:16:27,neutral,35,GIF,soccer
10507,11923,83d08b29-6cdc-436c-89a6-20c3d60f7e73,want,2020-08-13 2:29:21,positive,70,GIF,soccer
10508,11924,83d08b29-6cdc-436c-89a6-20c3d60f7e73,intrigued,2020-09-16 13:16:01,positive,45,GIF,soccer
10509,11925,83d08b29-6cdc-436c-89a6-20c3d60f7e73,super love,2020-08-30 11:41:20,positive,75,GIF,soccer
10510,11926,83d08b29-6cdc-436c-89a6-20c3d60f7e73,like,2020-09-14 6:32:28,positive,50,GIF,soccer
10511,11927,83d08b29-6cdc-436c-89a6-20c3d60f7e73,hate,2020-07-06 9:10:58,negative,5,GIF,soccer
10512,11929,83d08b29-6cdc-436c-89a6-20c3d60f7e73,dislike,2021-02-28 11:34:09,negative,10,GIF,soccer
10513,11930,83d08b29-6cdc-436c-89a6-20c3d60f7e73,want,2020-09-05 2:46:10,positive,70,GIF,soccer
10514,11931,83d08b29-6cdc-436c-89a6-20c3d60f7e73,like,2020-12-02 0:46:30,positive,50,GIF,soccer
10515,11932,83d08b29-6cdc-436c-89a6-20c3d60f7e73,disgust,2021-04-18 23:07:54,negative,0,GIF,soccer
10516,11933,83d08b29-6cdc-436c-89a6-20c3d60f7e73,cherish,2020-12-25 21:06:23,positive,70,GIF,soccer
10517,11934,83d08b29-6cdc-436c-89a6-20c3d60f7e73,want,2020-06-22 16:32:40,positive,70,GIF,soccer
10518,11935,83d08b29-6cdc-436c-89a6-20c3d60f7e73,want,2020-07-29 21:19:50,positive,70,GIF,soccer
10519,11936,83d08b29-6cdc-436c-89a6-20c3d60f7e73,interested,2020-12-04 4:22:19,positive,30,GIF,soccer
10520,11937,83d08b29-6cdc-436c-89a6-20c3d60f7e73,love,2021-05-11 6:19:27,positive,65,GIF,soccer
10521,11939,83d08b29-6cdc-436c-89a6-20c3d60f7e73,adore,2021-02-21 21:55:09,positive,72,GIF,soccer
10522,11940,83d08b29-6cdc-436c-89a6-20c3d60f7e73,hate,2021-02-03 18:09:18,negative,5,GIF,soccer
10523,11942,ae909545-786e-4089-9ef3-61c3c9fd3efd,super love,2020-11-04 3:53:29,positive,75,video,education
10524,11944,f5068d8a-d4ba-49ee-8f30-716c1ec57e04,love,2020-12-11 10:41:16,positive,65,GIF,tennis
10525,11945,f5068d8a-d4ba-49ee-8f30-716c1ec57e04,dislike,2021-04-03 22:29:53,negative,10,GIF,tennis
10526,11946,f5068d8a-d4ba-49ee-8f30-716c1ec57e04,heart,2020-12-04 16:12:04,positive,60,GIF,tennis
10527,11947,f5068d8a-d4ba-49ee-8f30-716c1ec57e04,hate,2020-11-07 2:47:33,negative,5,GIF,tennis
10528,11948,f5068d8a-d4ba-49ee-8f30-716c1ec57e04,cherish,2020-09-24 13:47:46,positive,70,GIF,tennis
10529,11949,f5068d8a-d4ba-49ee-8f30-716c1ec57e04,adore,2020-11-08 4:46:11,positive,72,GIF,tennis
10530,11950,f5068d8a-d4ba-49ee-8f30-716c1ec57e04,cherish,2021-01-29 23:08:39,positive,70,GIF,tennis
10531,11951,f5068d8a-d4ba-49ee-8f30-716c1ec57e04,peeking,2021-02-13 5:46:48,neutral,35,GIF,tennis
10532,11952,f5068d8a-d4ba-49ee-8f30-716c1ec57e04,love,2020-11-14 19:00:15,positive,65,GIF,tennis
10533,11954,f5068d8a-d4ba-49ee-8f30-716c1ec57e04,worried,2020-09-02 19:04:41,negative,12,GIF,tennis
10534,11955,f5068d8a-d4ba-49ee-8f30-716c1ec57e04,heart,2020-08-30 3:27:00,positive,60,GIF,tennis
10535,11956,f5068d8a-d4ba-49ee-8f30-716c1ec57e04,cherish,2021-06-01 12:56:56,positive,70,GIF,tennis
10536,11957,f5068d8a-d4ba-49ee-8f30-716c1ec57e04,want,2021-05-18 16:48:02,positive,70,GIF,tennis
10537,11958,f5068d8a-d4ba-49ee-8f30-716c1ec57e04,peeking,2021-02-22 22:13:59,neutral,35,GIF,tennis
10538,11959,f5068d8a-d4ba-49ee-8f30-716c1ec57e04,intrigued,2021-02-08 8:37:04,positive,45,GIF,tennis
10539,11960,f5068d8a-d4ba-49ee-8f30-716c1ec57e04,dislike,2020-09-26 5:20:09,negative,10,GIF,tennis
10540,11961,f5068d8a-d4ba-49ee-8f30-716c1ec57e04,super love,2020-10-24 18:31:27,positive,75,GIF,tennis
10541,11962,f5068d8a-d4ba-49ee-8f30-716c1ec57e04,intrigued,2021-02-21 12:00:14,positive,45,GIF,tennis
10542,11964,f5068d8a-d4ba-49ee-8f30-716c1ec57e04,heart,2020-11-28 12:55:15,positive,60,GIF,tennis
10543,11965,f5068d8a-d4ba-49ee-8f30-716c1ec57e04,adore,2021-02-09 10:00:48,positive,72,GIF,tennis
10544,11966,f5068d8a-d4ba-49ee-8f30-716c1ec57e04,super love,2021-04-18 4:05:27,positive,75,GIF,tennis
10545,11967,f5068d8a-d4ba-49ee-8f30-716c1ec57e04,peeking,2021-01-20 2:25:29,neutral,35,GIF,tennis
10546,11968,f5068d8a-d4ba-49ee-8f30-716c1ec57e04,heart,2021-05-17 8:02:14,positive,60,GIF,tennis
10547,11969,f5068d8a-d4ba-49ee-8f30-716c1ec57e04,worried,2020-11-28 11:15:19,negative,12,GIF,tennis
10548,11971,8de4028d-9af3-4dc0-a4d6-4d9a56eae3c5,interested,2020-07-24 23:54:39,positive,30,audio,technology
10549,11972,8de4028d-9af3-4dc0-a4d6-4d9a56eae3c5,super love,2021-02-25 13:40:13,positive,75,audio,technology
10550,11973,8de4028d-9af3-4dc0-a4d6-4d9a56eae3c5,interested,2020-08-09 2:22:27,positive,30,audio,technology
10551,11974,8de4028d-9af3-4dc0-a4d6-4d9a56eae3c5,want,2021-06-11 23:26:52,positive,70,audio,technology
10552,11975,8de4028d-9af3-4dc0-a4d6-4d9a56eae3c5,worried,2020-08-19 5:49:12,negative,12,audio,technology
10553,11976,8de4028d-9af3-4dc0-a4d6-4d9a56eae3c5,adore,2020-08-18 12:53:15,positive,72,audio,technology
10554,11977,8de4028d-9af3-4dc0-a4d6-4d9a56eae3c5,indifferent,2020-07-17 13:59:27,neutral,20,audio,technology
10555,11978,8de4028d-9af3-4dc0-a4d6-4d9a56eae3c5,love,2020-08-11 1:29:07,positive,65,audio,technology
10556,11979,8de4028d-9af3-4dc0-a4d6-4d9a56eae3c5,interested,2021-03-17 1:14:22,positive,30,audio,technology
10557,11981,8de4028d-9af3-4dc0-a4d6-4d9a56eae3c5,intrigued,2020-08-31 7:18:56,positive,45,audio,technology
10558,11982,8de4028d-9af3-4dc0-a4d6-4d9a56eae3c5,worried,2020-07-18 0:44:01,negative,12,audio,technology
10559,11983,8de4028d-9af3-4dc0-a4d6-4d9a56eae3c5,adore,2020-06-27 12:51:45,positive,72,audio,technology
10560,11984,8de4028d-9af3-4dc0-a4d6-4d9a56eae3c5,want,2021-04-18 22:43:08,positive,70,audio,technology
10561,11985,8de4028d-9af3-4dc0-a4d6-4d9a56eae3c5,dislike,2021-04-16 7:57:11,negative,10,audio,technology
10562,11986,8de4028d-9af3-4dc0-a4d6-4d9a56eae3c5,indifferent,2021-02-05 12:44:54,neutral,20,audio,technology
10563,11987,8de4028d-9af3-4dc0-a4d6-4d9a56eae3c5,super love,2021-03-23 2:11:40,positive,75,audio,technology
10564,11988,8de4028d-9af3-4dc0-a4d6-4d9a56eae3c5,worried,2021-03-11 16:49:49,negative,12,audio,technology
10565,11989,8de4028d-9af3-4dc0-a4d6-4d9a56eae3c5,dislike,2020-09-04 22:57:33,negative,10,audio,technology
10566,11991,8de4028d-9af3-4dc0-a4d6-4d9a56eae3c5,adore,2021-02-07 2:10:29,positive,72,audio,technology
10567,11992,8de4028d-9af3-4dc0-a4d6-4d9a56eae3c5,like,2020-07-25 18:18:32,positive,50,audio,technology
10568,11993,8de4028d-9af3-4dc0-a4d6-4d9a56eae3c5,heart,2021-05-21 20:58:48,positive,60,audio,technology
10569,11994,8de4028d-9af3-4dc0-a4d6-4d9a56eae3c5,indifferent,2021-05-22 12:30:13,neutral,20,audio,technology
10570,11995,8de4028d-9af3-4dc0-a4d6-4d9a56eae3c5,dislike,2020-10-27 0:49:18,negative,10,audio,technology
10571,11996,8de4028d-9af3-4dc0-a4d6-4d9a56eae3c5,heart,2021-03-16 15:13:49,positive,60,audio,technology
10572,11997,8de4028d-9af3-4dc0-a4d6-4d9a56eae3c5,worried,2021-03-01 13:23:18,negative,12,audio,technology
10573,11998,8de4028d-9af3-4dc0-a4d6-4d9a56eae3c5,adore,2021-02-22 21:03:24,positive,72,audio,technology
10574,11999,8de4028d-9af3-4dc0-a4d6-4d9a56eae3c5,intrigued,2020-11-17 3:41:46,positive,45,audio,technology
10575,12002,b9bfb48f-a6b6-4c15-869a-1acceea04fca,hate,2021-05-08 9:37:49,negative,5,,
10576,12003,b9bfb48f-a6b6-4c15-869a-1acceea04fca,indifferent,2021-02-09 19:47:05,neutral,20,,
10577,12004,b9bfb48f-a6b6-4c15-869a-1acceea04fca,heart,2020-09-11 23:43:32,positive,60,,
10578,12005,b9bfb48f-a6b6-4c15-869a-1acceea04fca,peeking,2020-10-25 23:18:27,neutral,35,,
10579,12006,b9bfb48f-a6b6-4c15-869a-1acceea04fca,disgust,2021-03-14 14:36:36,negative,0,,
10580,12007,b9bfb48f-a6b6-4c15-869a-1acceea04fca,interested,2021-04-01 23:41:44,positive,30,,
10581,12008,b9bfb48f-a6b6-4c15-869a-1acceea04fca,peeking,2021-02-03 13:50:54,neutral,35,,
10582,12009,b9bfb48f-a6b6-4c15-869a-1acceea04fca,adore,2021-05-05 1:59:59,positive,72,,
10583,12010,b9bfb48f-a6b6-4c15-869a-1acceea04fca,heart,2021-04-02 22:57:51,positive,60,,
10584,12012,b9bfb48f-a6b6-4c15-869a-1acceea04fca,dislike,2020-06-29 21:41:50,negative,10,,
10585,12013,b9bfb48f-a6b6-4c15-869a-1acceea04fca,intrigued,2021-03-20 3:08:12,positive,45,,
10586,12014,b9bfb48f-a6b6-4c15-869a-1acceea04fca,super love,2020-09-05 19:54:22,positive,75,,
10587,12015,b9bfb48f-a6b6-4c15-869a-1acceea04fca,worried,2021-05-03 14:07:07,negative,12,,
10588,12016,b9bfb48f-a6b6-4c15-869a-1acceea04fca,super love,2021-05-29 23:44:27,positive,75,,
10589,12017,b9bfb48f-a6b6-4c15-869a-1acceea04fca,super love,2020-11-02 18:43:52,positive,75,,
10590,12018,b9bfb48f-a6b6-4c15-869a-1acceea04fca,adore,2020-08-04 14:01:10,positive,72,,
10591,12019,b9bfb48f-a6b6-4c15-869a-1acceea04fca,peeking,2020-08-04 6:00:28,neutral,35,,
10592,12020,b9bfb48f-a6b6-4c15-869a-1acceea04fca,cherish,2020-10-03 2:46:59,positive,70,,
10593,12022,b9bfb48f-a6b6-4c15-869a-1acceea04fca,intrigued,2021-04-27 18:19:21,positive,45,,
10594,12023,b9bfb48f-a6b6-4c15-869a-1acceea04fca,scared,2020-08-29 0:30:39,negative,15,,
10595,12024,b9bfb48f-a6b6-4c15-869a-1acceea04fca,heart,2021-05-05 23:14:58,positive,60,,
10596,12025,b9bfb48f-a6b6-4c15-869a-1acceea04fca,love,2021-01-30 4:34:28,positive,65,,
10597,12026,b9bfb48f-a6b6-4c15-869a-1acceea04fca,like,2021-05-11 11:17:13,positive,50,,
10598,12027,b9bfb48f-a6b6-4c15-869a-1acceea04fca,super love,2021-01-11 0:02:52,positive,75,,
10599,12028,b9bfb48f-a6b6-4c15-869a-1acceea04fca,cherish,2020-10-31 18:18:15,positive,70,,
10600,12030,3ac5929e-9d68-4ec5-ba6f-a018d3d4da41,love,2021-04-19 22:43:04,positive,65,video,tennis
10601,12031,3ac5929e-9d68-4ec5-ba6f-a018d3d4da41,want,2020-06-28 1:00:38,positive,70,video,tennis
10602,12033,674507f9-c555-4876-89c7-c06b6db561c0,worried,2021-04-28 1:20:43,negative,12,audio,animals
10603,12034,674507f9-c555-4876-89c7-c06b6db561c0,disgust,2020-11-25 1:40:43,negative,0,audio,animals
10604,12035,674507f9-c555-4876-89c7-c06b6db561c0,super love,2021-06-04 17:17:58,positive,75,audio,animals
10605,12036,674507f9-c555-4876-89c7-c06b6db561c0,disgust,2020-06-26 9:34:23,negative,0,audio,animals
10606,12037,674507f9-c555-4876-89c7-c06b6db561c0,cherish,2021-05-25 10:06:37,positive,70,audio,animals
10607,12038,674507f9-c555-4876-89c7-c06b6db561c0,heart,2021-06-08 7:01:11,positive,60,audio,animals
10608,12039,674507f9-c555-4876-89c7-c06b6db561c0,heart,2020-12-25 0:38:56,positive,60,audio,animals
10609,12040,674507f9-c555-4876-89c7-c06b6db561c0,cherish,2020-12-09 4:55:44,positive,70,audio,animals
10610,12041,674507f9-c555-4876-89c7-c06b6db561c0,disgust,2020-11-03 11:55:12,negative,0,audio,animals
10611,12043,674507f9-c555-4876-89c7-c06b6db561c0,scared,2021-05-01 21:53:54,negative,15,audio,animals
10612,12044,674507f9-c555-4876-89c7-c06b6db561c0,intrigued,2020-07-16 11:31:13,positive,45,audio,animals
10613,12045,674507f9-c555-4876-89c7-c06b6db561c0,heart,2021-03-09 16:20:37,positive,60,audio,animals
10614,12046,674507f9-c555-4876-89c7-c06b6db561c0,intrigued,2020-12-13 8:07:40,positive,45,audio,animals
10615,12047,674507f9-c555-4876-89c7-c06b6db561c0,cherish,2021-05-24 17:09:46,positive,70,audio,animals
10616,12048,674507f9-c555-4876-89c7-c06b6db561c0,love,2020-08-13 18:01:08,positive,65,audio,animals
10617,12049,674507f9-c555-4876-89c7-c06b6db561c0,interested,2021-01-01 17:06:01,positive,30,audio,animals
10618,12050,674507f9-c555-4876-89c7-c06b6db561c0,indifferent,2021-04-05 20:27:20,neutral,20,audio,animals
10619,12051,674507f9-c555-4876-89c7-c06b6db561c0,hate,2020-08-01 11:03:09,negative,5,audio,animals
10620,12053,674507f9-c555-4876-89c7-c06b6db561c0,worried,2020-11-26 13:04:31,negative,12,audio,animals
10621,12054,674507f9-c555-4876-89c7-c06b6db561c0,hate,2021-02-20 6:13:55,negative,5,audio,animals
10622,12055,674507f9-c555-4876-89c7-c06b6db561c0,cherish,2021-02-24 21:09:44,positive,70,audio,animals
10623,12056,674507f9-c555-4876-89c7-c06b6db561c0,heart,2021-06-11 11:02:40,positive,60,audio,animals
10624,12057,674507f9-c555-4876-89c7-c06b6db561c0,cherish,2021-05-30 6:42:14,positive,70,audio,animals
10625,12058,674507f9-c555-4876-89c7-c06b6db561c0,want,2021-04-22 5:45:20,positive,70,audio,animals
10626,12059,674507f9-c555-4876-89c7-c06b6db561c0,super love,2020-12-26 15:26:17,positive,75,audio,animals
10627,12060,674507f9-c555-4876-89c7-c06b6db561c0,disgust,2020-11-24 21:06:21,negative,0,audio,animals
10628,12061,674507f9-c555-4876-89c7-c06b6db561c0,scared,2021-05-02 1:36:35,negative,15,audio,animals
10629,12063,674507f9-c555-4876-89c7-c06b6db561c0,like,2021-01-13 11:17:12,positive,50,audio,animals
10630,12065,e6193423-0d30-4439-884a-ea22fea68522,love,2020-11-19 12:10:11,positive,65,video,dogs
10631,12066,e6193423-0d30-4439-884a-ea22fea68522,super love,2020-10-22 8:59:20,positive,75,video,dogs
10632,12067,e6193423-0d30-4439-884a-ea22fea68522,dislike,2021-05-09 22:43:27,negative,10,video,dogs
10633,12068,e6193423-0d30-4439-884a-ea22fea68522,worried,2021-05-15 18:57:06,negative,12,video,dogs
10634,12069,e6193423-0d30-4439-884a-ea22fea68522,intrigued,2020-10-20 10:02:03,positive,45,video,dogs
10635,12070,e6193423-0d30-4439-884a-ea22fea68522,like,2020-10-27 17:20:07,positive,50,video,dogs
10636,12071,e6193423-0d30-4439-884a-ea22fea68522,disgust,2020-09-13 22:24:22,negative,0,video,dogs
10637,12072,e6193423-0d30-4439-884a-ea22fea68522,like,2020-11-29 19:24:00,positive,50,video,dogs
10638,12073,e6193423-0d30-4439-884a-ea22fea68522,hate,2020-08-25 5:46:21,negative,5,video,dogs
10639,12075,e6193423-0d30-4439-884a-ea22fea68522,peeking,2021-06-05 4:04:27,neutral,35,video,dogs
10640,12076,e6193423-0d30-4439-884a-ea22fea68522,intrigued,2021-04-24 15:13:42,positive,45,video,dogs
10641,12077,e6193423-0d30-4439-884a-ea22fea68522,indifferent,2020-09-16 19:40:55,neutral,20,video,dogs
10642,12078,e6193423-0d30-4439-884a-ea22fea68522,indifferent,2021-06-12 7:21:45,neutral,20,video,dogs
10643,12079,e6193423-0d30-4439-884a-ea22fea68522,disgust,2020-06-29 5:05:30,negative,0,video,dogs
10644,12080,e6193423-0d30-4439-884a-ea22fea68522,interested,2020-07-12 17:14:38,positive,30,video,dogs
10645,12081,e6193423-0d30-4439-884a-ea22fea68522,indifferent,2020-12-03 20:41:04,neutral,20,video,dogs
10646,12082,e6193423-0d30-4439-884a-ea22fea68522,dislike,2021-01-25 10:35:15,negative,10,video,dogs
10647,12083,e6193423-0d30-4439-884a-ea22fea68522,super love,2021-05-25 5:41:29,positive,75,video,dogs
10648,12085,e6193423-0d30-4439-884a-ea22fea68522,want,2020-08-01 9:06:47,positive,70,video,dogs
10649,12086,e6193423-0d30-4439-884a-ea22fea68522,scared,2020-12-09 23:45:23,negative,15,video,dogs
10650,12088,dd7069e3-d0ad-4599-b159-032267fd5008,peeking,2021-02-02 9:27:20,neutral,35,photo,public speaking
10651,12089,dd7069e3-d0ad-4599-b159-032267fd5008,scared,2021-04-10 17:36:25,negative,15,photo,public speaking
